"Path","ProposedArchiveTarget","Classification","C1eScriptsCount","C1eTestsCount","LiveScriptsRefCount","LiveTestsRefCount","DependencyType","LiveScriptsRefs","LiveTestsRefs","C1eSampleRefs","MovementAllowedNow","ValidatorBehaviorChangeAllowedNow"
"docs/185_v7_33_vcpchat_one_time_remote_debug_runtime_verification_record.md","docs/archive/numbered_legacy/185_v7_33_vcpchat_one_time_remote_debug_runtime_verification_record.md","validator-blocked","5","2","2","2","scripts_and_tests","scripts\validate_v7_33_vcpchat_one_time_remote_debug_runtime_verification_record.js; scripts\validate_v7_34_vcpchat_review_console_runtime_verification_closeout.js","tests\schema_examples\v7_34_vcpchat_review_console_runtime_verification_closeout.example.yaml; tests\validation_checklist.md","docs/186_v7_34_vcpchat_review_console_runtime_verification_closeout.md; docs/188_v7_36_external_remote_debug_verification_script_plan.md; scripts/validate_v7_33_vcpchat_one_time_remote_debug_runtime_verification_record.js","false","false"
"docs/186_v7_34_vcpchat_review_console_runtime_verification_closeout.md","docs/archive/numbered_legacy/186_v7_34_vcpchat_review_console_runtime_verification_closeout.md","validator-blocked","5","2","2","2","scripts_and_tests","scripts\validate_v7_34_vcpchat_review_console_runtime_verification_closeout.js; scripts\validate_v7_35_vcpchat_review_console_runtime_followup_planning.js","tests\schema_examples\v7_35_vcpchat_review_console_runtime_followup_planning.example.yaml; tests\validation_checklist.md","docs/187_v7_35_vcpchat_review_console_runtime_followup_planning.md; docs/188_v7_36_external_remote_debug_verification_script_plan.md; scripts/validate_v7_34_vcpchat_review_console_runtime_verification_closeout.js","false","false"
"docs/187_v7_35_vcpchat_review_console_runtime_followup_planning.md","docs/archive/numbered_legacy/187_v7_35_vcpchat_review_console_runtime_followup_planning.md","validator-blocked","5","2","2","2","scripts_and_tests","scripts\validate_v7_35_vcpchat_review_console_runtime_followup_planning.js; scripts\validate_v7_36_external_remote_debug_verification_script_plan.js","tests\schema_examples\v7_36_external_remote_debug_verification_script_plan.example.yaml; tests\validation_checklist.md","docs/188_v7_36_external_remote_debug_verification_script_plan.md; scripts/validate_v7_35_vcpchat_review_console_runtime_followup_planning.js; scripts/validate_v7_36_external_remote_debug_verification_script_plan.js","false","false"
"docs/188_v7_36_external_remote_debug_verification_script_plan.md","docs/archive/numbered_legacy/188_v7_36_external_remote_debug_verification_script_plan.md","validator-blocked","5","2","2","2","scripts_and_tests","scripts\validate_v7_36_external_remote_debug_verification_script_plan.js; scripts\validate_v7_37_external_remote_debug_verification_script_authorization_gate.js","tests\schema_examples\v7_37_external_remote_debug_verification_script_authorization_gate.example.yaml; tests\validation_checklist.md","docs/187_v7_35_vcpchat_review_console_runtime_followup_planning.md; docs/189_v7_37_external_remote_debug_verification_script_authorization_gate.md; scripts/validate_v7_36_external_remote_debug_verification_script_plan.js","false","false"
"docs/189_v7_37_external_remote_debug_verification_script_authorization_gate.md","docs/archive/numbered_legacy/189_v7_37_external_remote_debug_verification_script_authorization_gate.md","validator-blocked","5","2","2","2","scripts_and_tests","scripts\validate_v7_37_external_remote_debug_verification_script_authorization_gate.js; scripts\validate_v7_38_external_remote_debug_verification_script_creation_preflight.js","tests\schema_examples\v7_38_external_remote_debug_verification_script_creation_preflight.example.yaml; tests\validation_checklist.md","docs/190_v7_38_external_remote_debug_verification_script_creation_preflight.md; scripts/validate_v7_37_external_remote_debug_verification_script_authorization_gate.js; scripts/validate_v7_38_external_remote_debug_verification_script_creation_preflight.js","false","false"
"docs/190_v7_38_external_remote_debug_verification_script_creation_preflight.md","docs/archive/numbered_legacy/190_v7_38_external_remote_debug_verification_script_creation_preflight.md","validator-blocked","5","2","2","2","scripts_and_tests","scripts\validate_v7_38_external_remote_debug_verification_script_creation_preflight.js; scripts\validate_v7_39_external_remote_debug_verification_script_creation_authorization_point.js","tests\schema_examples\v7_39_external_remote_debug_verification_script_creation_authorization_point.example.yaml; tests\validation_checklist.md","docs/191_v7_39_external_remote_debug_verification_script_creation_authorization_point.md; scripts/validate_v7_38_external_remote_debug_verification_script_creation_preflight.js; scripts/validate_v7_39_external_remote_debug_verification_script_creation_authorization_point.js","false","false"
"docs/191_v7_39_external_remote_debug_verification_script_creation_authorization_point.md","docs/archive/numbered_legacy/191_v7_39_external_remote_debug_verification_script_creation_authorization_point.md","validator-blocked","7","3","3","3","scripts_and_tests","scripts\validate_v7_39_external_remote_debug_verification_script_creation_authorization_point.js; scripts\validate_v7_40_local_a4_a5_autonomy_alignment.js; scripts\validate_v7_41_external_remote_debug_verification_script_creation_record.js","tests\schema_examples\v7_40_local_a4_a5_autonomy_alignment.example.yaml; tests\schema_examples\v7_41_external_remote_debug_verification_script_creation_record.example.yaml; tests\validation_checklist.md","docs/192_v7_40_local_a4_a5_autonomy_alignment.md; docs/193_v7_41_external_remote_debug_verification_script_creation_record.md; scripts/validate_v7_39_external_remote_debug_verification_script_creation_authorization_point.js","false","false"
"docs/192_v7_40_local_a4_a5_autonomy_alignment.md","docs/archive/numbered_legacy/192_v7_40_local_a4_a5_autonomy_alignment.md","validator-blocked","6","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v7_40_local_a4_a5_autonomy_alignment.js; scripts\validate_v7_41_external_remote_debug_verification_script_creation_record.js","tests\schema_examples\v7_41_external_remote_debug_verification_script_creation_record.example.yaml; tests\validation_checklist.md","docs/193_v7_41_external_remote_debug_verification_script_creation_record.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/193_v7_41_external_remote_debug_verification_script_creation_record.md","docs/archive/numbered_legacy/193_v7_41_external_remote_debug_verification_script_creation_record.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v7_41_external_remote_debug_verification_script_creation_record.js; scripts\validate_v7_42_external_remote_debug_verification_script_creation_authorization_package.js","tests\schema_examples\v7_42_external_remote_debug_verification_script_creation_authorization_package.example.yaml; tests\validation_checklist.md","docs/194_v7_42_external_remote_debug_verification_script_creation_authorization_package.md; scripts/validate_mvp.ps1; scripts/validate_v7_41_external_remote_debug_verification_script_creation_record.js","false","false"
"docs/194_v7_42_external_remote_debug_verification_script_creation_authorization_package.md","docs/archive/numbered_legacy/194_v7_42_external_remote_debug_verification_script_creation_authorization_package.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v7_42_external_remote_debug_verification_script_creation_authorization_package.js; scripts\validate_v7_43_external_remote_debug_verification_script_creation_execution_record.js","tests\schema_examples\v7_43_external_remote_debug_verification_script_creation_execution_record.example.yaml; tests\validation_checklist.md","docs/195_v7_43_external_remote_debug_verification_script_creation_execution_record.md; scripts/validate_mvp.ps1; scripts/validate_v7_42_external_remote_debug_verification_script_creation_authorization_package.js","false","false"
"docs/195_v7_43_external_remote_debug_verification_script_creation_execution_record.md","docs/archive/numbered_legacy/195_v7_43_external_remote_debug_verification_script_creation_execution_record.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v7_43_external_remote_debug_verification_script_creation_execution_record.js; scripts\validate_v7_44_remote_debug_script_run_and_vcpchat_launch_record.js","tests\schema_examples\v7_44_remote_debug_script_run_and_vcpchat_launch_record.example.yaml; tests\validation_checklist.md","docs/196_v7_44_remote_debug_script_run_and_vcpchat_launch_record.md; scripts/validate_mvp.ps1; scripts/validate_v7_43_external_remote_debug_verification_script_creation_execution_record.js","false","false"
"docs/196_v7_44_remote_debug_script_run_and_vcpchat_launch_record.md","docs/archive/numbered_legacy/196_v7_44_remote_debug_script_run_and_vcpchat_launch_record.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v7_44_remote_debug_script_run_and_vcpchat_launch_record.js; scripts\validate_v7_45_cdp_read_only_attempt_record.js","tests\schema_examples\v7_45_cdp_read_only_attempt_record.example.yaml; tests\validation_checklist.md","docs/197_v7_45_cdp_read_only_attempt_record.md; scripts/validate_mvp.ps1; scripts/validate_v7_44_remote_debug_script_run_and_vcpchat_launch_record.js","false","false"
"docs/197_v7_45_cdp_read_only_attempt_record.md","docs/archive/numbered_legacy/197_v7_45_cdp_read_only_attempt_record.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v7_45_cdp_read_only_attempt_record.js; scripts\validate_v7_46_remote_debug_relaunch_runtime_verification_record.js","tests\schema_examples\v7_46_remote_debug_relaunch_runtime_verification_record.example.yaml; tests\validation_checklist.md","docs/198_v7_46_remote_debug_relaunch_runtime_verification_record.md; scripts/validate_mvp.ps1; scripts/validate_v7_45_cdp_read_only_attempt_record.js","false","false"
"docs/198_v7_46_remote_debug_relaunch_runtime_verification_record.md","docs/archive/numbered_legacy/198_v7_46_remote_debug_relaunch_runtime_verification_record.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_0_a5_end_to_end_activation_package.js; scripts\validate_v7_46_remote_debug_relaunch_runtime_verification_record.js","tests\schema_examples\v10_0_a5_end_to_end_activation_package.example.yaml; tests\validation_checklist.md","docs/199_v10_0_a5_end_to_end_activation_package_readiness.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/199_v10_0_a5_end_to_end_activation_package_readiness.md","docs/archive/numbered_legacy/199_v10_0_a5_end_to_end_activation_package_readiness.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_0_a5_end_to_end_activation_package.js; scripts\validate_v10_1_a5_resume_after_external_worktree_reconciliation.js","tests\schema_examples\v10_1_a5_resume_after_external_worktree_reconciliation.example.yaml; tests\validation_checklist.md","docs/200_v10_1_a5_resume_after_external_worktree_reconciliation.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/20_real_loop_completion_plan.md","docs/archive/numbered_legacy/20_real_loop_completion_plan.md","validator-blocked","1","1","1","1","scripts_and_tests","scripts\validate_mvp.ps1","tests\validation_checklist.md","docs/31_install_and_operation_guide.md; docs/35_v1_0_github_intake_review.md; README.md","false","false"
"docs/200_v10_1_a5_resume_after_external_worktree_reconciliation.md","docs/archive/numbered_legacy/200_v10_1_a5_resume_after_external_worktree_reconciliation.md","validator-blocked","7","3","3","3","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_1_a5_resume_after_external_worktree_reconciliation.js; scripts\validate_v10_2_a5_bridge_smoke_blocked_record.js","tests\schema_examples\v10_1_a5_resume_after_external_worktree_reconciliation.example.yaml; tests\schema_examples\v10_2_a5_bridge_smoke_blocked_record.example.yaml; tests\validation_checklist.md","docs/201_v10_2_a5_bridge_smoke_blocked_record.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/201_v10_2_a5_bridge_smoke_blocked_record.md","docs/archive/numbered_legacy/201_v10_2_a5_bridge_smoke_blocked_record.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_2_a5_bridge_smoke_blocked_record.js; scripts\validate_v10_3_a5_bridge_integration_smoke_record.js","tests\schema_examples\v10_3_a5_bridge_integration_smoke_record.example.yaml; tests\validation_checklist.md","docs/202_v10_3_a5_bridge_integration_smoke_record.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/202_v10_3_a5_bridge_integration_smoke_record.md","docs/archive/numbered_legacy/202_v10_3_a5_bridge_integration_smoke_record.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_3_a5_bridge_integration_smoke_record.js; scripts\validate_v10_4_a5_doubaogen_single_generation_rejected_asset_record.js","tests\schema_examples\v10_4_a5_doubaogen_single_generation_rejected_asset_record.example.yaml; tests\validation_checklist.md","docs/203_v10_4_a5_doubaogen_single_generation_rejected_asset_record.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/203_v10_4_a5_doubaogen_single_generation_rejected_asset_record.md","docs/archive/numbered_legacy/203_v10_4_a5_doubaogen_single_generation_rejected_asset_record.md","validator-blocked","8","2","4","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_4_a5_doubaogen_single_generation_rejected_asset_record.js; scripts\validate_v10_5_a5_doubaogen_no_text_retry_rejected_asset_record.js; scripts\validate-agent-image-lab-local.ps1","tests\schema_examples\v10_5_a5_doubaogen_no_text_retry_rejected_asset_record.example.yaml; tests\validation_checklist.md","docs/204_v10_5_a5_doubaogen_no_text_retry_rejected_asset_record.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/204_v10_5_a5_doubaogen_no_text_retry_rejected_asset_record.md","docs/archive/numbered_legacy/204_v10_5_a5_doubaogen_no_text_retry_rejected_asset_record.md","validator-blocked","8","2","4","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_5_a5_doubaogen_no_text_retry_rejected_asset_record.js; scripts\validate_v10_6_a5_prompt_failure_analysis_and_safer_strategy.js; scripts\validate-agent-image-lab-local.ps1","tests\schema_examples\v10_6_a5_prompt_failure_analysis_and_safer_strategy.example.yaml; tests\validation_checklist.md","docs/205_v10_6_a5_prompt_failure_analysis_and_safer_strategy.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/205_v10_6_a5_prompt_failure_analysis_and_safer_strategy.md","docs/archive/numbered_legacy/205_v10_6_a5_prompt_failure_analysis_and_safer_strategy.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_6_a5_prompt_failure_analysis_and_safer_strategy.js; scripts\validate_v10_7_a5_safer_prompt_review_package.js","tests\schema_examples\v10_7_a5_safer_prompt_review_package.example.yaml; tests\validation_checklist.md","docs/206_v10_7_a5_safer_prompt_review_package.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/206_v10_7_a5_safer_prompt_review_package.md","docs/archive/numbered_legacy/206_v10_7_a5_safer_prompt_review_package.md","validator-blocked","7","3","3","2","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_7_a5_safer_prompt_review_package.js; scripts\validate_v10_8_a5_positive_still_life_generation_preflight_gate.js","tests\schema_examples\v10_8_a5_positive_still_life_generation_preflight_gate.example.yaml; tests\validation_checklist.md","docs/207_v10_8_a5_positive_still_life_generation_preflight_gate.md; README.md; scripts/validate_mvp.ps1","false","false"
"docs/207_v10_8_a5_positive_still_life_generation_preflight_gate.md","docs/archive/numbered_legacy/207_v10_8_a5_positive_still_life_generation_preflight_gate.md","validator-blocked","9","5","5","4","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_10_a5_prompt_handoff_diagnostic_preflight.js; scripts\validate_v10_11_a5_prompt_handoff_diagnostic_result.js; scripts\validate_v10_8_a5_positive_still_life_generation_preflight_gate.js; scripts\validate_v10_9_a5_positive_still_life_generation_rejected_asset_record.js","tests\schema_examples\v10_10_a5_prompt_handoff_diagnostic_preflight.example.yaml; tests\schema_examples\v10_11_a5_prompt_handoff_diagnostic_result.example.yaml; tests\schema_examples\v10_9_a5_positive_still_life_generation_rejected_asset_record.example.yaml; tests\validation_checklist.md",".agent_board/VALIDATION_LOG.md; docs/208_v10_9_a5_positive_still_life_generation_rejected_asset_record.md; docs/209_v10_10_a5_prompt_handoff_diagnostic_preflight.md","false","false"
"docs/208_v10_9_a5_positive_still_life_generation_rejected_asset_record.md","docs/archive/numbered_legacy/208_v10_9_a5_positive_still_life_generation_rejected_asset_record.md","validator-blocked","9","2","5","2","scripts_and_tests","scripts\validate_local_commit_scope.js; scripts\validate_mvp.ps1; scripts\validate_v10_10_a5_prompt_handoff_diagnostic_preflight.js; scripts\validate_v10_9_a5_positive_still_life_generation_rejected_asset_record.js; scripts\validate-agent-image-lab-local.ps1","tests\schema_examples\v10_10_a5_prompt_handoff_diagnostic_preflight.example.yaml; tests\validation_checklist.md","docs/209_v10_10_a5_prompt_handoff_diagnostic_preflight.md; README.md; scripts/validate_local_commit_scope.js","false","false"
"docs/209_v10_10_a5_prompt_handoff_diagnostic_preflight.md","docs/archive/numbered_legacy/209_v10_10_a5_prompt_handoff_diagnostic_preflight.md","validator-blocked","8","2","4","2","scripts_and_tests","scripts\validate_local_commit_scope.js; scripts\validate_mvp.ps1; scripts\validate_v10_10_a5_prompt_handoff_diagnostic_preflight.js; scripts\validate_v10_11_a5_prompt_handoff_diagnostic_result.js","tests\schema_examples\v10_11_a5_prompt_handoff_diagnostic_result.example.yaml; tests\validation_checklist.md","docs/210_v10_11_a5_prompt_handoff_diagnostic_result.md; README.md; scripts/validate_local_commit_scope.js","false","false"
"docs/210_v10_11_a5_prompt_handoff_diagnostic_result.md","docs/archive/numbered_legacy/210_v10_11_a5_prompt_handoff_diagnostic_result.md","validator-blocked","8","2","4","2","scripts_and_tests","scripts\validate_local_commit_scope.js; scripts\validate_mvp.ps1; scripts\validate_v10_11_a5_prompt_handoff_diagnostic_result.js; scripts\validate_v10_12_a5_provider_side_prompt_fingerprint_capture_authorization_package.js","tests\schema_examples\v10_12_a5_provider_side_prompt_fingerprint_capture_authorization_package.example.yaml; tests\validation_checklist.md","docs/211_v10_12_a5_provider_side_prompt_fingerprint_capture_authorization_package.md; docs/v7_215_v10_12_provider_fingerprint_activation_readiness_review_gate.md; README.md","false","false"
"docs/211_v10_12_a5_provider_side_prompt_fingerprint_capture_authorization_package.md","docs/archive/numbered_legacy/211_v10_12_a5_provider_side_prompt_fingerprint_capture_authorization_package.md","validator-blocked","6","1","3","1","scripts_and_tests","scripts\validate_local_commit_scope.js; scripts\validate_mvp.ps1; scripts\validate_v10_12_a5_provider_side_prompt_fingerprint_capture_authorization_package.js","tests\validation_checklist.md","docs/v7_215_v10_12_provider_fingerprint_activation_readiness_review_gate.md; README.md; scripts/validate_local_commit_scope.js","false","false"
"docs/212_v10_26_real_dailynote_write_closeout.md","docs/archive/numbered_legacy/212_v10_26_real_dailynote_write_closeout.md","validator-blocked","4","1","2","1","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_26_real_dailynote_write_closeout.js","tests\validation_checklist.md","README.md; scripts/validate_mvp.ps1; scripts/validate_v10_26_real_dailynote_write_closeout.js","false","false"
"docs/213_v10_27_dailynotewrite_root_path_correction.md","docs/archive/numbered_legacy/213_v10_27_dailynotewrite_root_path_correction.md","validator-blocked","4","1","2","1","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_27_dailynotewrite_root_path_correction.js","tests\validation_checklist.md","README.md; scripts/validate_mvp.ps1; scripts/validate_v10_27_dailynotewrite_root_path_correction.js","false","false"
"docs/214_v10_28_dailynote_canonical_location_guard.md","docs/archive/numbered_legacy/214_v10_28_dailynote_canonical_location_guard.md","validator-blocked","4","1","2","1","scripts_and_tests","scripts\validate_mvp.ps1; scripts\validate_v10_28_dailynote_canonical_location_guard.js","tests\validation_checklist.md",".agent_board/VALIDATION_LOG.md; docs/v7_49_vcp_integration_execution_roadmap.md; docs/v7_49_vcp_memory_write_boundary_spec.md","false","false"
"docs/215_runtime_review_followup_requirements_audit.md","docs/archive/numbered_legacy/215_runtime_review_followup_requirements_audit.md","validator-blocked","2","1","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md; docs/217_runtime_review_batch_3a_3b_3c_local_stabilization.md","false","false"
"docs/216_runtime_review_long_task_delivery_plan.md","docs/archive/numbered_legacy/216_runtime_review_long_task_delivery_plan.md","validator-blocked","2","2","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md",".agent_board/VALIDATION_LOG.md; docs/217_runtime_review_batch_3a_3b_3c_local_stabilization.md; docs/221_runtime_review_batch_8a_release_candidate_readiness_local_proposal.md","false","false"
"docs/217_runtime_review_batch_3a_3b_3c_local_stabilization.md","docs/archive/numbered_legacy/217_runtime_review_batch_3a_3b_3c_local_stabilization.md","validator-blocked","2","1","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md",".agent_board/VALIDATION_LOG.md; docs/221_runtime_review_batch_8a_release_candidate_readiness_local_proposal.md; README.md","false","false"
"docs/218_runtime_review_batch_4a_bridge_mock_roundtrip.md","docs/archive/numbered_legacy/218_runtime_review_batch_4a_bridge_mock_roundtrip.md","validator-blocked","2","1","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md","docs/221_runtime_review_batch_8a_release_candidate_readiness_local_proposal.md; README.md; scripts/validate_local_commit_scope.js","false","false"
"docs/219_runtime_review_batch_4b_5a_6a_local_readiness.md","docs/archive/numbered_legacy/219_runtime_review_batch_4b_5a_6a_local_readiness.md","validator-blocked","2","1","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md","docs/221_runtime_review_batch_8a_release_candidate_readiness_local_proposal.md; README.md; scripts/validate_local_commit_scope.js","false","false"
"docs/220_runtime_review_batch_5b_6b_7a_local_gate_archive.md","docs/archive/numbered_legacy/220_runtime_review_batch_5b_6b_7a_local_gate_archive.md","validator-blocked","2","1","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md","docs/221_runtime_review_batch_8a_release_candidate_readiness_local_proposal.md; README.md; scripts/validate_local_commit_scope.js","false","false"
"docs/221_runtime_review_batch_8a_release_candidate_readiness_local_proposal.md","docs/archive/numbered_legacy/221_runtime_review_batch_8a_release_candidate_readiness_local_proposal.md","validator-blocked","2","1","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md","docs/223_runtime_review_batch_8b_vnext_rc_acceptance.md; docs/224_runtime_review_batch_8c_final_acceptance_summary.md; README.md","false","false"
"docs/222_runtime_review_batch_8a_post_merge_checkpoint.md","docs/archive/numbered_legacy/222_runtime_review_batch_8a_post_merge_checkpoint.md","validator-blocked","2","1","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md","docs/223_runtime_review_batch_8b_vnext_rc_acceptance.md; docs/224_runtime_review_batch_8c_final_acceptance_summary.md; README.md","false","false"
"docs/223_runtime_review_batch_8b_vnext_rc_acceptance.md","docs/archive/numbered_legacy/223_runtime_review_batch_8b_vnext_rc_acceptance.md","validator-blocked","2","1","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md","docs/224_runtime_review_batch_8c_final_acceptance_summary.md; README.md; scripts/validate_local_commit_scope.js","false","false"
"docs/224_runtime_review_batch_8c_final_acceptance_summary.md","docs/archive/numbered_legacy/224_runtime_review_batch_8c_final_acceptance_summary.md","validator-blocked","2","1","1","1","scripts_and_tests","scripts\validate_local_commit_scope.js","tests\validation_checklist.md","README.md; scripts/validate_local_commit_scope.js; tests/validation_checklist.md","false","false"
"docs/225_runtime_review_batch_8d_sustained_autopilot_task_plan.md","docs/archive/numbered_legacy/225_runtime_review_batch_8d_sustained_autopilot_task_plan.md","validator-blocked","3","1","2","1","scripts_and_tests","scripts\validate_local_commit_scope.js; scripts\validate_runtime_review_batch_9c_operator_runbook.js","tests\validation_checklist.md",".agent_board/VALIDATION_LOG.md; docs/227_runtime_review_batch_9c_operator_runbook_and_resume_capsule.md; docs/230_runtime_review_batch_10a_release_candidate_acceptance_matrix.md","false","false"
"docs/226_runtime_review_batch_9a_state_freshness_index.md","docs/archive/numbered_legacy/226_runtime_review_batch_9a_state_freshness_index.md","validator-blocked","2","1","2","1","scripts_and_tests","scripts\validate_runtime_review_batch_9a_state_freshness.js; scripts\validate_runtime_review_batch_9c_operator_runbook.js","tests\validation_checklist.md",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md","false","false"
"docs/227_runtime_review_batch_9c_operator_runbook_and_resume_capsule.md","docs/archive/numbered_legacy/227_runtime_review_batch_9c_operator_runbook_and_resume_capsule.md","validator-blocked","1","1","1","1","scripts_and_tests","scripts\validate_runtime_review_batch_9c_operator_runbook.js","tests\validation_checklist.md",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md","false","false"
"docs/228_runtime_review_batch_9b_runtime_session_compatibility_matrix.md","docs/archive/numbered_legacy/228_runtime_review_batch_9b_runtime_session_compatibility_matrix.md","validator-blocked","1","1","1","1","scripts_and_tests","scripts\validate_runtime_review_batch_9b_session_compatibility.js","tests\validation_checklist.md",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md","false","false"
"docs/229_runtime_review_batch_10b_end_to_end_dry_run_replay_index.md","docs/archive/numbered_legacy/229_runtime_review_batch_10b_end_to_end_dry_run_replay_index.md","validator-blocked","1","1","1","1","scripts_and_tests","scripts\validate_runtime_review_batch_10b_dry_run_replay_index.js","tests\validation_checklist.md",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md","false","false"
"docs/230_runtime_review_batch_10a_release_candidate_acceptance_matrix.md","docs/archive/numbered_legacy/230_runtime_review_batch_10a_release_candidate_acceptance_matrix.md","validator-blocked","1","1","1","1","scripts_and_tests","scripts\validate_runtime_review_batch_10a_acceptance_matrix.js","tests\validation_checklist.md",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md","false","false"
"docs/231_runtime_review_batch_10c_future_a5_authorization_package_consolidation.md","docs/archive/numbered_legacy/231_runtime_review_batch_10c_future_a5_authorization_package_consolidation.md","validator-blocked","1","1","1","1","scripts_and_tests","scripts\validate_runtime_review_batch_10c_auth_consolidation.js","tests\validation_checklist.md",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md","false","false"
"docs/232_runtime_review_final_local_checkpoint_sustained_autopilot_chain_closeout.md","docs/archive/numbered_legacy/232_runtime_review_final_local_checkpoint_sustained_autopilot_chain_closeout.md","validator-blocked","0","1","0","1","tests_only","","tests\validation_checklist.md",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md","false","false"
"docs/233_tag_and_version_strategy.md","docs/archive/numbered_legacy/233_tag_and_version_strategy.md","validator-blocked","0","1","0","1","tests_only","","tests\validation_checklist.md","docs/00_project_roadmap.md; tests/validation_checklist.md","false","false"
"docs/236_v6_0_product_runtime_kickoff.md","docs/archive/numbered_legacy/236_v6_0_product_runtime_kickoff.md","validator-blocked","2","0","1","0","scripts_only","scripts\validate_v6_0_product_runtime_kickoff.js","","docs/00_project_roadmap.md; README.md; scripts/validate_v6_0_product_runtime_kickoff.js","false","false"
"docs/237_v6_1_task_panel_interaction.md","docs/archive/numbered_legacy/237_v6_1_task_panel_interaction.md","validator-blocked","1","0","1","0","scripts_only","scripts\validate_v6_1_task_panel_interaction.js","","docs/00_project_roadmap.md; README.md; scripts/validate_v6_1_task_panel_interaction.js","false","false"
"docs/238_v6_2_asset_index_interaction.md","docs/archive/numbered_legacy/238_v6_2_asset_index_interaction.md","validator-blocked","1","1","1","1","scripts_and_tests","scripts\validate_v6_2_asset_index_interaction.js","tests\validation_checklist.md","docs/00_project_roadmap.md; README.md; scripts/validate_v6_2_asset_index_interaction.js","false","false"
"docs/239_v6_3_session_store_interaction.md","docs/archive/numbered_legacy/239_v6_3_session_store_interaction.md","validator-blocked","1","0","1","0","scripts_only","scripts\validate_v6_3_session_store_interaction.js","","docs/00_project_roadmap.md; README.md; scripts/validate_v6_3_session_store_interaction.js","false","false"
"docs/240_v6_4_memory_queue_interaction.md","docs/archive/numbered_legacy/240_v6_4_memory_queue_interaction.md","validator-blocked","1","0","1","0","scripts_only","scripts\validate_v6_4_memory_queue_interaction.js","","docs/00_project_roadmap.md; README.md; scripts/validate_v6_4_memory_queue_interaction.js","false","false"
